Name,Rank,Arating,Grating,votes
Lost Legacy: Fourth Chronicle – The Werewolf & Undying Heart,4424,7.17,5.689,161
Fine Sand,4425,6.88,5.689,210
Langfinger,4426,6.24,5.689,441
Army of Frogs,4427,5.96,5.689,860
Spearpoint 1943,4428,6.86,5.689,228
CIV: Carta Impera Victoria,4429,6.31,5.689,452
Ca$h 'n Gun$: Live,4430,6.4,5.689,323
Munchkin Panic,4431,6.17,5.688,583
Paku Paku,4432,6.5,5.688,306
Anima Tactics,4433,7.44,5.688,157
The Thing,4434,7.04,5.688,178
Nobody but Us Chickens,4435,6.12,5.688,539
"Napoleon at Bay: The Campaign in France, 1814",4436,7.0,5.688,205
18Ireland,4437,7.89,5.688,104
Clue FX,4438,6.22,5.688,578
The Speed of Heat,4439,7.35,5.688,161
Dungeon Draft,4440,7.18,5.688,167
Antler Island,4441,6.17,5.688,502
Tem-Purr-A,4442,6.08,5.688,654
Pitch,4443,6.76,5.687,217
EXCEED: Red Horizon – Satoshi & Mei Lien vs. Baelkhor & Morathi,4444,8.05,5.687,106
Octopus' Garden,4445,6.68,5.687,241
Koi-Koi,4446,6.75,5.687,244
Tumblin-Dice Jr.,4447,6.65,5.687,234
Gettysburg: Badges of Courage,4448,7.01,5.687,201
Zen Master,4449,6.29,5.687,378
Dice Throne: Season Two – Tactician v. Huntress,4450,8.11,5.687,109
Dawn Patrol,4451,6.72,5.687,288
"Lightning: Midway – June 4th to June 6th, 1942",4452,6.47,5.687,309
Air & Armor,4453,7.67,5.687,128
Over the Reich,4454,7.64,5.687,148
Gnomopolis,4455,7.88,5.687,157
Dungeons & Dragons Starter Set,4456,7.49,5.687,153
Breakthrough: Cambrai,4457,6.96,5.686,183
Last Frontier: The Vesuvius Incident,4458,6.97,5.686,183
Victory at Midway,4459,7.19,5.686,159
Hobbit Tales from the Green Dragon Inn,4460,6.83,5.686,238
Plague & Pestilence,4461,6.16,5.686,660
Mount Everest,4462,6.42,5.686,331
Resident Evil 2: The Board Game,4463,7.75,5.686,235
In their Quiet Fields II,4464,7.21,5.686,165
20th Century Limited,4465,6.84,5.686,210
Johari,4466,6.38,5.686,350
Dawn of Peacemakers,4467,7.71,5.686,139
Formule Dé,4468,7.24,5.686,161
Da ist der Wurm drin,4469,6.36,5.686,352
Completto,4470,6.71,5.686,228
Resistor_,4471,6.6,5.686,305
Second World War at Sea: Bomb Alley,4472,7.15,5.686,153
Zombie Kidz Evolution,4473,8.19,5.686,115
Albion's Legacy,4474,6.97,5.686,251
Ausgerechnet Uppsala,4475,6.54,5.686,267
Of Dreams & Shadows,4476,7.62,5.685,194
EXCEED: Red Horizon – Eva & Kaden vs. Miska & Lily,4477,7.94,5.685,112
Wilderness,4478,6.63,5.685,312
Power & Weakness,4479,6.66,5.685,225
Democracy under Siege,4480,7.55,5.685,124
Firestorm Armada,4481,7.26,5.685,165
Kung Fu Zoo,4482,6.87,5.685,216
Eagles: Waterloo,4483,6.6,5.685,264
Los Banditos,4484,6.36,5.685,338
Hoot Owl Hoot!,4485,6.49,5.685,314
Clue: Discover the Secrets,4486,6.1,5.685,871
Level 7 [Escape],4487,6.06,5.685,796
WARS Trading Card Game,4488,6.73,5.685,248
La Bataille de Preussisch-Eylau,4489,7.69,5.685,127
Unlock! Temple of Ra,4490,6.81,5.685,209
Hattrick,4491,6.48,5.685,279
Locke & Key: The Game,4492,6.34,5.685,388
Getaway Driver,4493,7.5,5.685,132
1826: Railroading in France and Belgium from 1826,4494,7.41,5.685,129
Dice Brewing,4495,6.21,5.685,533
Stargrunt II,4496,7.43,5.684,141
Dark Seas,4497,6.24,5.684,431
Patchwork Express,4498,6.84,5.684,191
Spank the Monkey,4499,5.94,5.684,1334
Klondike,4500,6.35,5.684,359
Wat'n dat!?,4501,6.68,5.684,235
Crossboule,4502,7.12,5.684,155
Waste Knights,4503,6.84,5.684,234
...und tschüss!,4504,6.42,5.684,310
This Hallowed Ground,4505,7.9,5.684,113
Joan of Arc,4506,6.27,5.684,423
Eastern Front Tank Leader,4507,6.82,5.684,204
Adventure Time Card Wars: Finn vs. Jake,4508,6.24,5.684,797
Plus Ultra: The Court of the Emperor Charles V,4509,7.36,5.684,150
Bucket King 3D,4510,6.23,5.683,420
Khan,4511,6.37,5.683,333
Blue Max: World War I Air Combat,4512,6.74,5.683,278
Warmachine: High Command,4513,6.19,5.683,545
Star Saga,4514,7.71,5.683,166
Barbarossa: Crimea,4515,7.88,5.683,115
ORC,4516,6.6,5.683,266
Agent Decker,4517,7.08,5.683,208
Karesansui,4518,6.54,5.683,268
Aztlán,4519,6.37,5.683,361
Kansas Pacific,4520,6.64,5.683,226
Super Munchkin,4521,5.88,5.683,2440
Munchkin X-Men,4522,7.1,5.683,194
Whozit?,4523,6.86,5.683,186
Pandoria,4524,6.93,5.683,191
Sugar Gliders,4525,6.74,5.683,229
Warangel,4526,7.66,5.682,248
Mint Tin Mini Apocalypse,4527,7.11,5.682,279
Cosmic Run: Rapid Fire,4528,6.99,5.682,173
Risk: The Walking Dead – Survival Edition,4529,6.53,5.682,324
Linja,4530,6.61,5.682,266
The Killing Ground,4531,8.0,5.682,112
Campaign Commander Volume I: Roads to Stalingrad,4532,7.72,5.682,123
Hornet,4533,6.23,5.682,515
Sticky Chameleons,4534,6.5,5.682,282
CrossFire: Rules & Organizations for Company Level WW2 Gaming,4535,7.62,5.682,128
Struggle for the Galactic Empire,4536,6.79,5.682,218
Munchkin Fu,4537,5.89,5.682,2163
Fold-it,4538,6.34,5.682,371
Krazy Wordz: Family Edition,4539,7.25,5.682,145
Don Quixote,4540,6.08,5.681,603
Panzer Command,4541,7.18,5.681,170
Munchkin Steampunk,4542,6.73,5.681,253
Floating Market,4543,6.26,5.681,391
L'Aéropostale,4544,7.01,5.681,170
The Great Space Race,4545,6.51,5.681,311
Chocolatl,4546,6.39,5.681,321
Mecanisburgo,4547,6.54,5.681,279
Snake Oil: Party Potion,4548,7.31,5.681,139
Texas Glory: 1835-36,4549,7.07,5.681,171
Ultimate Werewolf: Compact Edition,4550,6.77,5.681,209
Verflixxt! kompakt,4551,6.53,5.681,268
The Legend Begins,4552,7.74,5.681,119
Gringo!,4553,7.16,5.681,159
Octiles,4554,6.45,5.681,303
RattleSnake,4555,5.88,5.681,1263
We Will Wok You,4556,6.32,5.681,347
The BoardGameGeek Game,4557,6.05,5.681,584
Camelot,4558,6.72,5.681,258
Age of Towers,4559,6.93,5.681,217
Ur: 1830 BC,4560,6.67,5.681,228
Imperius,4561,7.05,5.681,191
Gwent: Nilfgaard and Northern Realms,4562,6.76,5.681,249
Give Me the Brain!,4563,5.85,5.681,2042
Lock 'n Load: Heroes of the Gap,4564,8.02,5.681,115
Winter War,4565,7.04,5.681,177
Vabanque,4566,6.17,5.68,483
MammuZ,4567,6.3,5.68,371
Fantasy Defense,4568,6.94,5.68,218
La Bataille de Lützen,4569,7.74,5.68,124
Urbanization,4570,6.23,5.68,413
Beyond the Rhine,4571,8.55,5.68,106
Trickster: Champions of Time,4572,6.55,5.68,264
Relic Expedition,4573,6.76,5.678999999999999,237
Passing Through Petra,4574,6.75,5.678999999999999,222
Just Desserts,4575,6.16,5.678999999999999,538
Swish,4576,6.15,5.678999999999999,479
Kenjin,4577,6.48,5.678999999999999,290
Great War at Sea: Jutland,4578,7.24,5.678999999999999,150
Small Islands,4579,7.4,5.678999999999999,145
Napoléon 1806,4580,8.47,5.678999999999999,94
Villages,4581,6.56,5.678999999999999,303
ARGH,4582,6.99,5.678999999999999,192
HorrorClix,4583,6.41,5.678999999999999,387
In a Bind,4584,7.09,5.678999999999999,186
Force of Will,4585,7.12,5.678999999999999,195
Warmachine Prime Mk III,4586,8.12,5.678999999999999,91
Dogfight,4587,6.3,5.678999999999999,405
Think Str8!,4588,7.0,5.678999999999999,176
Rory's Story Cubes: Clues,4589,6.7,5.678999999999999,239
18FL,4590,7.15,5.678999999999999,145
Nyctophobia,4591,6.48,5.678,310
Space Station,4592,6.62,5.678,264
Ladder 29,4593,6.97,5.678,170
Sky Traders,4594,6.18,5.678,613
Chandragupta,4595,7.61,5.678,115
Pingo Pingo,4596,6.43,5.678,317
Siege Storm,4597,6.86,5.678,246
Belle of the Ball,4598,6.08,5.678,538
Plan Orange: Pacific War 1930 – 1935,4599,7.58,5.6770000000000005,118
Cerberus,4600,7.09,5.6770000000000005,167
Skull Tales: Full Sail!,4601,9.17,5.6770000000000005,159
Dragonscroll,4602,6.59,5.6770000000000005,260
EXCEED: Red Horizon – Gabrek & Ulrik vs. Alice & Zoey,4603,7.83,5.6770000000000005,107
Speed Cups²,4604,6.78,5.6770000000000005,211
Jungle Speed: Rabbids,4605,6.55,5.6770000000000005,275
Villagers & Villains,4606,6.68,5.6770000000000005,236
Mondo Sapiens,4607,6.62,5.6770000000000005,238
"Warhammer 40,000: Dark Imperium",4608,8.28,5.6770000000000005,91
Typo,4609,6.19,5.6770000000000005,427
Panzer Grenadier: Elsenborn Ridge,4610,7.55,5.6770000000000005,123
EONS,4611,6.8,5.6770000000000005,221
Industry,4612,6.38,5.6770000000000005,334
Swords & Sorcery,4613,6.85,5.6770000000000005,224
Stay Away!,4614,6.18,5.6770000000000005,593
Mouse Guard: Swords & Strongholds,4615,7.16,5.6770000000000005,176
Battle for Armageddon,4616,6.56,5.6770000000000005,275
"Cedar Mountain: Prelude to Bull Run, August 9, 1862",4617,6.95,5.6770000000000005,181
The Uncharted Seas,4618,7.1,5.6770000000000005,157
Koi Pond: A Coy Card Game,4619,6.9,5.6770000000000005,185
Nostra City,4620,6.37,5.6770000000000005,369
Jurassic Snack,4621,7.03,5.676,178
Bowling Solitaire,4622,6.67,5.676,224
"Tri-Pack: Battles of the American Revolution – Guilford, Saratoga, Brandywine",4623,8.28,5.676,95
Favelas,4624,6.49,5.676,301
Trader,4625,6.56,5.676,244
Dreams,4626,6.46,5.676,321
Wheedle,4627,6.16,5.676,496
Meduris: Der Ruf der Götter,4628,6.51,5.676,255
Battle for Stalingrad,4629,7.29,5.676,152
COGZ,4630,7.07,5.676,168
Specter Ops: Broken Covenant,4631,7.71,5.676,109
Le Donjon de Naheulbeuk,4632,6.7,5.676,240
Gruff,4633,6.7,5.676,284
Corsair Leader,4634,7.62,5.676,129
Rebel Raiders on the High Seas,4635,7.06,5.676,155
Title Bout,4636,6.69,5.676,263
Piecepack,4637,7.06,5.675,163
Warhammer: The Island of Blood,4638,6.89,5.675,199
Bowl Bound,4639,6.95,5.675,196
Emira,4640,5.98,5.675,748
Nautilus Industries,4641,6.8,5.675,197
Prolix,4642,6.45,5.675,272
Champions of Hara,4643,8.0,5.675,127
Ars Victor,4644,7.37,5.675,149
SPQF,4645,7.68,5.675,113
Expo 1906,4646,6.88,5.675,180
Levée en Masse,4647,6.91,5.675,255
Star Trek: Customizable Card Game (first edition),4648,6.04,5.675,967
Billionaire Banshee,4649,6.38,5.675,347
Die fiesen 7,4650,6.51,5.675,301
Dead of Winter (second edition),4651,7.39,5.675,140
Ghost Chase,4652,6.22,5.675,405
Soccero (second edition),4653,7.2,5.675,164
Château Aventure,4654,7.4,5.6739999999999995,134
Chain Of Command,4655,8.34,5.6739999999999995,103
KUNE v LAKIA: A Chronicle Of A Royal Lapine Divorce Foretold,4656,6.62,5.6739999999999995,231
"Roads to Moscow: Battles of Mozhaysk and Mtsensk, 1941",4657,7.48,5.6739999999999995,125
Mound Builders,4658,7.25,5.6739999999999995,138
Brandon the Brave,4659,6.45,5.6739999999999995,277
Scrutineyes,4660,6.52,5.6739999999999995,292
Fire and Ice,4661,6.74,5.6739999999999995,203
Last Night on Earth: The Zombie Game – 10 Year Anniversary Edition,4662,8.33,5.6739999999999995,97
Pack of Heroes,4663,6.41,5.6739999999999995,299
Sakura,4664,6.61,5.6739999999999995,241
Panthalos,4665,6.87,5.6739999999999995,176
The Sorcerer's Cave,4666,6.42,5.6739999999999995,355
Landlord!,4667,5.92,5.6739999999999995,921
Titanium Wars,4668,6.22,5.6739999999999995,411
Holding On: The Troubled Life of Billy Kerr,4669,6.49,5.6739999999999995,338
Pea Ridge: The Gettysburg of the West March 7-8 1862,4670,7.23,5.6739999999999995,148
Lobositz: First Battle of the Seven Years War,4671,7.93,5.6739999999999995,114
Blood Feud in New York,4672,6.11,5.6739999999999995,644
Statis Pro Football,4673,6.42,5.6739999999999995,364
Girl Genius: The Works,4674,6.05,5.672999999999999,685
Formel Fun,4675,6.43,5.672999999999999,295
Carthage,4676,7.96,5.672999999999999,152
Sherlock: Death on the 4th of July,4677,7.05,5.672999999999999,157
Schnapsen,4678,6.95,5.672999999999999,188
Colors of Kasane,4679,6.99,5.672999999999999,159
Trumpet,4680,6.13,5.672999999999999,515
Olé!,4681,6.6,5.672999999999999,239
Millionen von Schwalben,4682,7.3,5.672999999999999,127
Proud Monster: The Barbarossa Campaign,4683,7.24,5.672999999999999,143
Russia Besieged,4684,7.46,5.672999999999999,147
Zeus on the Loose,4685,5.99,5.672999999999999,784
Unspeakable Words: Deluxe Edition,4686,6.49,5.672999999999999,273
Flight Leader,4687,6.16,5.672000000000001,561
Roads to Gettysburg II: Lee Strikes North,4688,9.01,5.672000000000001,66
Guerilla,4689,6.27,5.672000000000001,367
Pocket Madness,4690,6.16,5.672000000000001,448
Blocks in the East,4691,7.73,5.672000000000001,142
Squint,4692,6.01,5.672000000000001,707
Divided Republic,4693,6.73,5.672000000000001,212
King of the Tabletop,4694,6.88,5.672000000000001,197
Solitaire Frenzy,4695,6.41,5.672000000000001,319
South Pacific: Breaking the Bismarck Barrier 1942-1943,4696,7.79,5.672000000000001,104
Broadsides and Boarding Parties,4697,6.17,5.672000000000001,537
Dschungelschatz,4698,6.76,5.672000000000001,203
Deckscape: The Mystery of Eldorado,4699,6.63,5.672000000000001,214
Epic Spell Wars of the Battle Wizards: Melee at Murdershroom Marsh,4700,6.93,5.672000000000001,218
The Eagle and The Star,4701,7.68,5.671,104
RoboDerby: Express,4702,7.12,5.671,151
Berserk: War of the Realms,4703,6.43,5.671,299
Panzer Grenadier: Battle of the Bulge,4704,6.96,5.671,181
1914: Glory's End / When Eagles Fight,4705,7.43,5.671,133
Im Reich der Wüstensöhne,4706,6.49,5.671,264
3 sind eine zu viel!,4707,6.66,5.671,228
Kick-Ass: The Board Game,4708,7.45,5.671,139
Don't Mess with Cthulhu Deluxe,4709,7.45,5.671,131
Checkpoint Charlie,4710,6.54,5.671,307
Era of Inventions,4711,6.09,5.671,543
Garden Competition,4712,6.82,5.671,190
Fun Farm,4713,6.21,5.671,423
DC Comics Deck-Building Game: Confrontations,4714,7.94,5.671,107
Eaten by Zombies!,4715,5.89,5.671,1106
Judge Dredd,4716,6.24,5.67,461
Break the Safe,4717,6.05,5.67,663
Diceland: Deep White Sea,4718,6.44,5.67,279
Saturn,4719,6.78,5.67,190
Offerings,4720,6.42,5.67,269
Animal Upon Animal: Small and Yet Great!,4721,6.27,5.67,355
Res Publica,4722,5.94,5.67,899
Damage Report,4723,6.54,5.67,261
Cornwall,4724,6.55,5.67,237
Oilfield,4725,6.88,5.67,189
Prohis,4726,6.27,5.67,361
The Treasure of Isla Tortuga,4727,6.95,5.67,191
Ominoes,4728,6.79,5.67,200
GD '42,4729,7.73,5.67,111
Days of Steam,4730,5.99,5.67,660
Blockade Runner,4731,6.72,5.67,228
Neue Spiele im alten Rom,4732,6.8,5.67,190
Conquest,4733,6.3,5.67,349
Centauri Saga,4734,6.65,5.67,245
Wings of Glory: WW2 Battle of Britain Starter Set,4735,8.29,5.669,118
Taverna,4736,6.26,5.669,410
Donning the Purple,4737,7.38,5.669,139
Simply Catan,4738,6.97,5.669,174
Yomi: Round 1,4739,7.42,5.669,129
Anno Domini: Deutschland,4740,6.67,5.669,210
Boomerang,4741,7.02,5.669,154
Truck Off: The Food Truck Frenzy,4742,6.99,5.669,200
Dragon Valley,4743,6.67,5.669,220
The Phantom League,4744,6.48,5.669,280
Catan: Family Edition,4745,6.64,5.669,318
100 Swords: The Red Dragon's Dungeon,4746,6.76,5.669,221
Incorporated,4747,7.48,5.667999999999999,130
Bongo!,4748,6.08,5.667999999999999,486
13 Dead End Drive,4749,5.88,5.667999999999999,1563
Cyrano,4750,6.72,5.667999999999999,197
King Arthur: The Card Game,4751,6.09,5.667999999999999,496
Río de la Plata,4752,6.47,5.667999999999999,283
42,4753,7.04,5.667999999999999,157
What's It To Ya?,4754,6.59,5.667999999999999,243
Glory III,4755,6.76,5.667999999999999,196
Heroica: Fortaan,4756,6.0,5.667999999999999,753
Five Cucumbers,4757,5.9,5.667999999999999,944
Wizards,4758,6.33,5.667999999999999,361
Heir to the Pharaoh,4759,7.12,5.667999999999999,144
King Philip's War,4760,6.97,5.667999999999999,163
Don Pepe,4761,6.2,5.667999999999999,405
Noxford,4762,6.29,5.667999999999999,358
Renegade Legion: Interceptor,4763,6.79,5.667999999999999,214
Kult,4764,6.79,5.667999999999999,203
Corps Command: Dawn's Early Light,4765,7.33,5.667999999999999,133
Star Trek Customizable Card Game (Second Edition),4766,6.67,5.667000000000001,219
Victory & Honor,4767,6.42,5.667000000000001,267
Who Did It?,4768,6.45,5.667000000000001,283
Munchkin Conan,4769,6.46,5.667000000000001,330
Heckmeck Barbecue,4770,6.24,5.667000000000001,383
Unknown,4771,7.71,5.667000000000001,159
Exit: The Game – The Catacombs of Horror,4772,7.74,5.667000000000001,98
Critical Mass: Patriot vs Iron Curtain,4773,7.07,5.667000000000001,154
Ooga Booga,4774,6.01,5.667000000000001,665
Doctor Panic,4775,6.32,5.667000000000001,341
Black Box +,4776,7.28,5.667000000000001,128
Highway to the Reich (first and second editions),4777,7.02,5.667000000000001,171
"Black Wednesday: The Battle of Krasni Bor, 10-11 Feb 1943",4778,7.22,5.667000000000001,146
Dixie: Bull Run,4779,6.27,5.667000000000001,352
Lost Patrol,4780,6.49,5.667000000000001,304
Sicily II,4781,8.19,5.667000000000001,91
Linkee,4782,6.34,5.667000000000001,346
Legend of the Burning Sands,4783,7.0,5.666,173
Helvetia Cup,4784,6.85,5.666,179
Renegade Legion: Centurion – Blood & Steel,4785,6.7,5.666,235
Atlas & Zeus,4786,6.38,5.666,297
Russian Civil War 1918-1922 (first edition),4787,6.97,5.666,172
Dragon Brew,4788,7.57,5.666,136
The New Easy to Master Dungeons & Dragons,4789,6.82,5.666,214
Shahrazad,4790,6.39,5.666,283
City of Chaos,4791,6.79,5.666,202
Spell Smashers,4792,6.89,5.666,171
Federation & Empire,4793,6.32,5.666,382
Cosmic Wimpout,4794,5.96,5.666,990
Zpocalypse,4795,6.11,5.666,588
Berlin '85: The Enemy at the Gates,4796,6.69,5.666,226
Mars Open: Tabletop Golf,4797,7.01,5.666,153
Mit List und Tücke,4798,6.61,5.666,223
Walk the Dogs,4799,6.2,5.666,404
MERCS: Recon – Counter Threat,4800,6.81,5.666,211
The Mushroom Eaters,4801,7.04,5.666,148
Infernal Contraption,4802,5.87,5.666,1203
Millions of Dollars,4803,6.52,5.666,251
Vikingar: The Conquest of Worlds,4804,6.97,5.666,203
GEM,4805,6.39,5.665,283
Ravine,4806,6.64,5.665,255
Stonewall's Sword: The Battle of Cedar Mountain,4807,8.0,5.665,103
"Here, Kitty, Kitty!",4808,6.23,5.665,441
Project Dreamscape,4809,6.62,5.665,222
Venedig,4810,6.28,5.665,337
Wizard's Academy,4811,7.18,5.665,159
Der Pate,4812,6.26,5.665,359
Piña Pirata,4813,6.06,5.665,627
Monastery,4814,6.28,5.665,347
Pocket Battles: Confederacy vs Union,4815,6.93,5.665,179
Mint Tin Aliens,4816,7.61,5.665,190
Der wahre Walter,4817,7.21,5.665,132
Burrows,4818,6.24,5.665,350
City of the Big Shoulders,4819,8.26,5.665,85
Templar: The Secret Treasures,4820,6.35,5.665,315
Eggs of Ostrich,4821,6.65,5.665,202
Dice Fishing: Roll and Catch,4822,6.5,5.665,229
Desolate,4823,7.66,5.664,152
Bucket Brigade,4824,6.03,5.664,603
Mutant Crops,4825,7.34,5.664,141
Ion: A Compound Building Game,4826,6.54,5.664,272
Naruto Shippuden Deck-Building Game,4827,6.9,5.664,186
Attack!,4828,5.86,5.664,1768
Napoleon's Battles,4829,6.59,5.664,249
Anno Domini: Natur,4830,6.82,5.664,170
Timeline: British History,4831,6.7,5.664,199
Hula Hippos,4832,6.12,5.664,455
De Bellis Multitudinis,4833,6.52,5.664,244
Slide Blast,4834,6.81,5.664,183
Villainous: Wicked to the Core,4835,7.92,5.664,120
Where's Bob's Hat?,4836,6.21,5.664,391
The Legend of Robin Hood,4837,6.22,5.662999999999999,393
Flix Mix,4838,6.25,5.662999999999999,321
Brutal Kingdom,4839,6.46,5.662999999999999,261
IceTowers,4840,6.44,5.662999999999999,258
Red Badge of Courage,4841,7.43,5.662999999999999,118
Zoff in Buffalo,4842,6.39,5.662999999999999,276
Eternity,4843,6.61,5.662999999999999,216
Search for the Emperor's Treasure,4844,6.93,5.662999999999999,177
Bacchus' Banquet,4845,6.01,5.662999999999999,616
House of Borgia,4846,6.67,5.662999999999999,206
Mayday!Mayday!,4847,6.47,5.662999999999999,263
Jockey,4848,6.33,5.662999999999999,308
Assault: Tactical Combat in Europe – 1985,4849,6.75,5.662999999999999,223
Guns & Steel: Renaissance,4850,7.06,5.662999999999999,149
Cartel,4851,6.94,5.662999999999999,165
No Question of Surrender,4852,7.38,5.662999999999999,125
Battle Beyond Space,4853,6.36,5.662999999999999,286
Four Lost Battles,4854,7.36,5.662999999999999,121
Halli Galli,4855,5.8,5.662999999999999,2043
Clue DVD Game,4856,6.29,5.662999999999999,391
Dastardly Dirigibles,4857,6.42,5.662999999999999,320
Not War But Murder,4858,6.96,5.662000000000001,151
Franchise,4859,6.93,5.662000000000001,170
Big Two,4860,6.55,5.662000000000001,234
Mr. President,4861,6.58,5.662000000000001,289
Big Kini,4862,6.37,5.662000000000001,290
King's Gold,4863,6.24,5.662000000000001,390
Catchup,4864,7.73,5.662000000000001,105
The Siege of Alesia,4865,6.98,5.662000000000001,167
Sherman Leader,4866,7.8,5.662000000000001,122
Pathogenesis,4867,7.23,5.662000000000001,172
Yardmaster Express,4868,5.84,5.662000000000001,1122
Fire Tower,4869,7.6,5.662000000000001,146
Cartoon Network Crossover Crisis Deck-Building Game,4870,6.98,5.662000000000001,180
Siggil,4871,6.37,5.662000000000001,304
Unlock! Night of the Boogeymen,4872,6.91,5.662000000000001,153
Iron Tide: Panzers in the Ardennes,4873,7.81,5.662000000000001,108
Star Scrappers: Cave-in,4874,7.29,5.662000000000001,161
Hotel Life,4875,7.29,5.662000000000001,123
Mustangs,4876,6.51,5.662000000000001,244
Abaddon,4877,6.66,5.662000000000001,220
Journey: Wrath of Demons,4878,7.06,5.662000000000001,178
The Western Front: 1914 to 1918,4879,7.94,5.662000000000001,100
Chariot Race,4880,6.04,5.662000000000001,577
We Didn't Playtest This Either,4881,5.99,5.662000000000001,704
Go Go Gelato!,4882,6.44,5.662000000000001,274
Bauhaus,4883,6.8,5.662000000000001,222
Shadow War: Armageddon,4884,7.68,5.6610000000000005,126
Extra! Extra!,4885,6.72,5.6610000000000005,199
Jungle Ascent,4886,6.47,5.6610000000000005,254
Darkrock Ventures,4887,6.98,5.6610000000000005,174
Vintage,4888,6.58,5.6610000000000005,225
Grass,4889,5.94,5.6610000000000005,1066
Cuzco,4890,7.57,5.6610000000000005,121
Halloween,4891,7.06,5.6610000000000005,187
Operation Typhoon,4892,7.35,5.6610000000000005,134
Munchkin Impossible,4893,5.98,5.6610000000000005,1026
Tessen,4894,6.62,5.6610000000000005,222
Inn-Fighting,4895,5.93,5.6610000000000005,995
Fallout: Wasteland Warfare,4896,8.05,5.6610000000000005,133
Arena Maximus,4897,5.9,5.6610000000000005,969
Empires in America (second edition),4898,7.56,5.6610000000000005,122
Hube's Pocket,4899,7.57,5.6610000000000005,127
Yahtzee Deluxe Poker,4900,6.06,5.6610000000000005,500
